@    title "Segundo Coeficiente Virial B*(T*): Caso 1" 
@    xaxis  label "T*" 
@    yaxis  label "B*(T*)" 
1        -19.053926222564968
2        -8.104105428811708
3        -4.985507915268227
4        -3.5027767480235967
5        -2.637346847601416
6        -2.071232606056903
7        -1.6728003820379809
8        -1.3776747818008028
9        -1.150649989450404
10        -0.9708544892503086
